0	101	0.0870474	0.00150022	-0.0805993
0	99	0.0870474	-0.00150022	-0.0805993
0	102	0.0874734	0.00167904	-0.0808658
0	98	0.0874734	-0.00167904	-0.0808658
0	103	0.0879328	0.00179996	-0.0811349
0	97	0.0879328	-0.00179996	-0.0811349
0	104	0.0884429	0.00184099	-0.0813974
0	96	0.0884429	-0.00184099	-0.0813974
0	105	0.0890071	0.00179792	-0.0816454
0	95	0.0890071	-0.00179792	-0.0816454
0	106	0.0896036	0.00169867	-0.0818901
0	94	0.0896036	-0.00169867	-0.0818901
0	107	0.0902104	0.0015712	-0.0821423
0	93	0.0902104	-0.0015712	-0.0821423
0	108	0.0908056	0.00144348	-0.082413
0	92	0.0908056	-0.00144348	-0.082413
0	109	0.0913672	0.00134344	-0.0827131
0	91	0.0913672	-0.00134344	-0.0827131
0	110	0.0919164	0.0012713	-0.083061
0	90	0.0919164	-0.0012713	-0.083061
0	111	0.0924863	0.00119968	-0.0834563
0	89	0.0924863	-0.00119968	-0.0834563
0	112	0.0930465	0.00112963	-0.0838736
0	88	0.0930465	-0.00112963	-0.0838736
0	113	0.0935661	0.00106244	-0.0842877
0	87	0.0935661	-0.00106244	-0.0842877
0	114	0.0940139	0.000999414	-0.0846732
0	86	0.0940139	-0.000999414	-0.0846732
0	115	0.0943591	0.000941843	-0.0850047
0	85	0.0943591	-0.000941843	-0.0850047
0	116	0.0946163	0.000891615	-0.0853012
0	84	0.0946163	-0.000891615	-0.0853012
0	117	0.0948338	0.000848808	-0.0856078
0	83	0.0948338	-0.000848808	-0.0856078
0	118	0.0949811	0.000810789	-0.0858888
0	82	0.0949811	-0.000810789	-0.0858888
0	119	0.0950261	0.000774891	-0.0861071
0	81	0.0950261	-0.000774891	-0.0861071
0	120	0.0949368	0.000738447	-0.0862258
0	80	0.0949368	-0.000738447	-0.0862258
0	121	0.0946812	0.000698789	-0.0862077
0	79	0.0946812	-0.000698789	-0.0862077
0	122	0.0942284	0.000657521	-0.0860267
0	78	0.0942284	-0.000657521	-0.0860267
0	123	0.0935866	0.000620253	-0.085704
0	77	0.0935866	-0.000620253	-0.085704
0	124	0.0927951	0.000582942	-0.0852681
0	76	0.0927951	-0.000582942	-0.0852681
0	125	0.0918937	0.000541221	-0.0847468
0	75	0.0918937	-0.000541221	-0.0847468
0	126	0.0909222	0.000490721	-0.084168
0	74	0.0909222	-0.000490721	-0.084168
0	127	0.0899204	0.000427077	-0.0835599
0	73	0.0899204	-0.000427077	-0.0835599
0	128	0.0888953	0.000349888	-0.0829289
0	72	0.0888953	-0.000349888	-0.0829289
0	129	0.0877903	0.000266002	-0.0822376
0	71	0.0877903	-0.000266002	-0.0822376
0	130	0.0866197	0.00017308	-0.081493
0	70	0.0866197	-0.00017308	-0.081493
0	131	0.0854023	6.82407e-05	-0.0807051
0	69	0.0854023	-6.82407e-05	-0.0807051
0	132	0.0841566	-5.13976e-05	-0.0798838
0	68	0.0841566	5.13976e-05	-0.0798838
0	133	0.0829014	-0.000188716	-0.0790388
0	67	0.0829014	0.000188716	-0.0790388
0	134	0.0816381	-0.000347222	-0.0781661
0	66	0.0816381	0.000347222	-0.0781661
0	135	0.0803297	-0.000528114	-0.0772361
0	65	0.0803297	0.000528114	-0.0772361
0	136	0.0789919	-0.000726534	-0.0762676
0	64	0.0789919	0.000726534	-0.0762676
0	137	0.0776446	-0.000937318	-0.0752835
0	63	0.0776446	0.000937318	-0.0752835
0	138	0.076308	-0.0011553	-0.0743063
0	62	0.076308	0.0011553	-0.0743063
0	139	0.0750019	-0.00137532	-0.0733588
0	61	0.0750019	0.00137532	-0.0733588
0	140	0.0737357	-0.00159329	-0.0724514
0	60	0.0737357	0.00159329	-0.0724514
0	141	0.0724814	-0.0018119	-0.0715516
0	59	0.0724814	0.0018119	-0.0715516
0	142	0.0712421	-0.0020345	-0.0706636
0	58	0.0712421	0.0020345	-0.0706636
0	143	0.0700251	-0.00226419	-0.0697962
0	57	0.0700251	0.00226419	-0.0697962
0	144	0.0688378	-0.00250405	-0.0689586
0	56	0.0688378	0.00250405	-0.0689586
0	145	0.0676875	-0.00275718	-0.0681595
0	55	0.0676875	0.00275718	-0.0681595
0	146	0.0665774	-0.00302665	-0.0674015
0	54	0.0665774	0.00302665	-0.0674015
0	147	0.0654942	-0.00331274	-0.066662
0	53	0.0654942	0.00331274	-0.066662
0	148	0.0644409	-0.00361206	-0.0659497
0	52	0.0644409	0.00361206	-0.0659497
0	149	0.0634236	-0.00392101	-0.065278
0	51	0.0634236	0.00392101	-0.065278
0	150	0.0624483	-0.004236	-0.0646603
0	50	0.0624483	0.004236	-0.0646603
0	151	0.0615209	-0.00455342	-0.06411
0	49	0.0615209	0.00455342	-0.06411
0	152	0.0606382	-0.004873	-0.0636299
0	48	0.0606382	0.004873	-0.0636299
0	153	0.0597575	-0.00520961	-0.0631731
0	47	0.0597575	0.00520961	-0.0631731
0	154	0.0589025	-0.00555636	-0.0627595
0	46	0.0589025	0.00555636	-0.0627595
0	155	0.0581091	-0.00590226	-0.0624216
0	45	0.0581091	0.00590226	-0.0624216
0	156	0.057413	-0.00623633	-0.0621921
0	44	0.057413	0.00623633	-0.0621921
0	157	0.0568498	-0.00654758	-0.0621036
0	43	0.0568498	0.00654758	-0.0621036
0	158	0.0564493	-0.00682816	-0.0621854
0	42	0.0564493	0.00682816	-0.0621854
0	159	0.0561827	-0.00709466	-0.062425
0	41	0.0561827	0.00709466	-0.062425
0	160	0.056036	-0.00734671	-0.0628016
0	40	0.056036	0.00734671	-0.0628016
0	161	0.0560046	-0.00757847	-0.0632976
0	39	0.0560046	0.00757847	-0.0632976
0	162	0.0560836	-0.00778408	-0.0638957
0	38	0.0560836	0.00778408	-0.0638957
0	163	0.0562682	-0.00795769	-0.0645783
0	37	0.0562682	0.00795769	-0.0645783
0	164	0.0565559	-0.00809459	-0.0653368
0	36	0.0565559	0.00809459	-0.0653368
0	165	0.056965	-0.00820246	-0.0662427
0	35	0.056965	0.00820246	-0.0662427
0	166	0.0574901	-0.00828216	-0.0672737
0	34	0.0574901	0.00828216	-0.0672737
0	167	0.0581182	-0.00833129	-0.0683782
0	33	0.0581182	0.00833129	-0.0683782
0	168	0.0588363	-0.00834745	-0.0695044
0	32	0.0588363	0.00834745	-0.0695044
0	169	0.0596314	-0.00832825	-0.0706005
0	31	0.0596314	0.00832825	-0.0706005
0	170	0.0604961	-0.00827061	-0.0716216
0	30	0.0604961	0.00827061	-0.0716216
0	171	0.0614934	-0.00816475	-0.0726337
0	29	0.0614934	0.00816475	-0.0726337
0	172	0.0626069	-0.0080166	-0.073649
0	28	0.0626069	0.0080166	-0.073649
0	173	0.0637878	-0.00783691	-0.0746443
0	27	0.0637878	0.00783691	-0.0746443
0	174	0.0649874	-0.00763642	-0.0755967
0	26	0.0649874	0.00763642	-0.0755967
0	175	0.0661567	-0.0074259	-0.076483
0	25	0.0661567	0.0074259	-0.076483
0	176	0.0672513	-0.00721483	-0.0772823
0	24	0.0672513	0.00721483	-0.0772823
0	177	0.0683287	-0.00698407	-0.0780225
0	23	0.0683287	0.00698407	-0.0780225
0	178	0.069406	-0.00673197	-0.0787114
0	22	0.069406	0.00673197	-0.0787114
0	179	0.070461	-0.00646943	-0.0793379
0	21	0.070461	0.00646943	-0.0793379
0	180	0.0714714	-0.00620738	-0.0798906
0	20	0.0714714	0.00620738	-0.0798906
0	181	0.072415	-0.00595674	-0.0803586
0	19	0.072415	0.00595674	-0.0803586
0	182	0.0732706	-0.00572804	-0.0807301
0	18	0.0732706	0.00572804	-0.0807301
0	183	0.0740537	-0.00551418	-0.0809892
0	17	0.0740537	0.00551418	-0.0809892
0	184	0.0747767	-0.00530895	-0.0811475
0	16	0.0747767	0.00530895	-0.0811475
0	185	0.075437	-0.00511304	-0.0812266
0	15	0.075437	0.00511304	-0.0812266
0	186	0.076032	-0.00492715	-0.0812484
0	14	0.076032	0.00492715	-0.0812484
0	187	0.0765591	-0.00475197	-0.0812346
0	13	0.0765591	0.00475197	-0.0812346
0	188	0.077015	-0.00458833	-0.0812062
0	12	0.077015	0.00458833	-0.0812062
0	189	0.0773539	-0.00444641	-0.0811339
0	11	0.0773539	0.00444641	-0.0811339
0	190	0.0775827	-0.0043246	-0.0810053
0	10	0.0775827	0.0043246	-0.0810053
0	191	0.0777487	-0.00421234	-0.0808399
0	9	0.0777487	0.00421234	-0.0808399
0	192	0.0778993	-0.00409906	-0.0806574
0	8	0.0778993	0.00409906	-0.0806574
0	193	0.0780817	-0.0039742	-0.0804775
0	7	0.0780817	0.0039742	-0.0804775
0	194	0.0783431	-0.00382726	-0.0803196
0	6	0.0783431	0.00382726	-0.0803196
0	195	0.0786036	-0.00367341	-0.0801604
