electron number, x-component, y-component, z-component, length
0, 110.425
1, 107.229
2, 109.548
3, 105.919
4, 107.205
5, 111.47
6, 107.938
7, 107.397
8, 109.199
9, 108.731
10, 109.427
11, 106.676
12, 108.118
13, 107.926
14, 108.19
15, 107.577
16, 108.214
17, 108.226
18, 106.952
19, 108.815
20, 106.111
21, 108.779
22, 106.844
23, 107.469
24, 106.724
25, 107.938
26, 108.214
27, 106.424
28, 108.875
29, 109.391
30, 106.159
31, 107.301
32, 107.181
33, 109.992
34, 106.051
35, 109.115
36, 108.238
37, 108.538
38, 110.233
39, 105.895
40, 106.412
41, 109.476
42, 110.172
43, 107.361
44, 108.178
45, 108.598
46, 107.817
47, 106.207
48, 107.889
49, 107.193
50, 108.07
51, 106.171
52, 110.245
53, 107.974
54, 108.322
55, 108.995
56, 107.841
57, 109.079
58, 112.504
59, 106.448
60, 106.928
61, 106.784
62, 106.243
63, 111.182
64, 110.052
65, 113.044
66, 108.118
67, 107.253
68, 106.88
69, 107.517
70, 107.926
71, 108.767
72, 106.291
73, 110.365
74, 113.321
75, 106.424
76, 110.04
77, 109.067
78, 108.851
79, 107.445
80, 107.697
81, 109.199
82, 109.343
83, 106.688
84, 110.497
85, 108.37
86, 106.544
87, 106.039
88, 107.733
89, 108.55
90, 108.022
91, 109.572
92, 110.857
93, 107.421
94, 107.577
95, 109.584
96, 107.157
97, 105.751
98, 106.544
99, 107.95
100, 107.084
101, 107.914
102, 107.529
103, 105.823
104, 107.625
105, 106.063
106, 107.974
107, 108.731
108, 109.548
109, 109.139
110, 106.676
111, 110.737
112, 107.481
113, 109.259
114, 107.793
115, 106.928
116, 110.04
117, 108.37
118, 109.427
119, 106.015
120, 106.556
121, 110.749
122, 107.505
123, 109.019
124, 108.19
125, 108.514
126, 108.755
127, 106.52
128, 108.598
129, 110.052
130, 106.64
131, 106.303
132, 107.998
133, 107.301
134, 107.673
135, 110.521
136, 106.964
137, 111.29
138, 106.532
139, 109.452
140, 106.556
141, 107.974
142, 106.676
143, 107.565
144, 106.436
145, 107.998
146, 107.565
147, 107.072
148, 106.796
149, 108.538
150, 108.07
151, 106.928
152, 108.178
153, 106.219
154, 107.397
155, 109.68
156, 109.163
157, 109.283
158, 106.748
159, 107.841
160, 108.358
161, 108.574
162, 108.466
163, 106.544
164, 109.139
165, 106.964
166, 108.166
167, 109.379
168, 106.856
169, 106.856
170, 106.448
171, 107.144
172, 107.817
173, 106.351
174, 108.406
175, 108.358
176, 108.947
177, 107.589
178, 107.517
179, 108.238
180, 107.06
181, 106.904
182, 108.538
183, 108.046
184, 107.036
185, 108.406
186, 107.625
187, 109.295
188, 106.111
189, 108.022
190, 107.805
191, 107.661
192, 110.124
193, 107.613
194, 107.757
195, 105.703
196, 106.796
197, 108.034
198, 106.724
199, 107.601
200, 107.877
201, 106.988
202, 108.058
203, 112.035
204, 106.784
205, 109.896
206, 111.062
207, 108.634
208, 106.628
209, 109.956
210, 107.072
211, 106.159
212, 106.448
213, 106.688
214, 107.974
215, 106.712
216, 107.793
217, 109.932
218, 106.904
219, 108.646
220, 107.685
221, 106.4
222, 109.488
223, 107.385
224, 109.283
225, 109.403
226, 109.596
227, 110.509
228, 108.634
229, 106.712
230, 107.853
231, 109.824
232, 107.361
233, 109.379
234, 108.502
235, 106.508
236, 107.433
237, 108.226
238, 106.7
239, 108.971
240, 109.379
241, 106.82
242, 107.036
243, 108.707
244, 106.375
245, 108.346
246, 106.544
247, 107.289
248, 108.418
249, 107.373
250, 108.815
251, 106.436
252, 108.25
253, 106.832
254, 107.349
255, 107.505
256, 107.481
257, 107.553
258, 109.331
259, 109.704
260, 106.496
261, 108.454
262, 107.95
263, 107.12
264, 107.962
265, 106.64
266, 109.464
267, 106.724
268, 106.195
269, 110.353
270, 106.64
271, 109.896
272, 107.685
273, 108.947
274, 106.736
275, 107.157
276, 108.142
277, 108.923
278, 107.349
279, 114.51
280, 107.385
281, 109.307
282, 107.144
283, 107.841
284, 113.405
285, 107.132
286, 107.313
287, 106.988
288, 108.514
289, 107.144
290, 110.413
291, 108.61
292, 106.712
293, 109.8
294, 109.127
295, 108.334
