#Fe5, , Fe4, , Fe3, , Fe2, , FE1, 
#X, Y, X, Y, X, Y, X, Y, X, Y
0.8097165991902813, 2.563559322033898, 0.8097165991902813, 1.4583333333333335, 0.8097165991902813, 2.055084745762712, 0.8097165991902813, 2.288135593220339, 0.8097165991902813, 0.10946327683615831
51.01214574898788, 2.4717514124293785, 51.01214574898788, 1.3983050847457625, 51.01214574898788, 1.984463276836158, 51.01214574898788, 2.1927966101694913, 51.01214574898788, 0.08827683615819204
101.21457489878543, 2.3375706214689265, 101.21457489878543, 1.317090395480226, 99.59514170040487, 1.875, 100.40485829959513, 2.051553672316384, 100.40485829959513, 0.06355932203389836
149.79757085020245, 2.185734463276836, 150.60728744939271, 1.225282485875706, 150.60728744939271, 1.7549435028248588, 151.41700404858298, 1.896186440677966, 150.60728744939271, 0.04590395480225995
199.99999999999997, 2.0233050847457625, 200.8097165991903, 1.1299435028248588, 199.99999999999997, 1.6242937853107344, 199.99999999999997, 1.7372881355932204, 199.19028340080976, 0.035310734463276816
250.20242914979755, 1.850282485875706, 251.01214574898782, 1.0310734463276838, 250.20242914979755, 1.483050847457627, 251.01214574898782, 1.5677966101694913, 250.20242914979755, 0.02824858757062154
300.40485829959516, 1.58545197740113, 300.40485829959516, 0.8757062146892656, 299.59514170040484, 1.260593220338983, 300.40485829959516, 1.3029661016949152, 300.40485829959516, 0.021186440677965823
350.60728744939263, 1.306497175141243, 349.7975708502024, 0.7026836158192089, 348.9878542510121, 1.0346045197740112, 350.60728744939263, 1.038135593220339, 348.9878542510121, 0.017655367231638852
400, 0.21186440677966134, 399.1902834008097, 0.10240112994350303, 399.1902834008097, 0.15889830508474567, 399.1902834008097, 0.15889830508474567, 400, 0.0070621468926557185
450.20242914979747, 0.06709039548022622, 449.39271255060714, 0.038841807909604675, 450.20242914979747, 0.05649717514124264, 449.39271255060714, 0.05296610169491567, 449.39271255060714, 0.0070621468926557185
499.59514170040484, 0.07062146892655363, 499.59514170040484, 0.035310734463276816, 499.59514170040484, 0.06355932203389836, 500.40485829959516, 0.0600282485875705, 499.59514170040484, 0.0035310734463278592

