#, B(Y1), C(X2), D(Y2), E(X3), F(Y3), G(X4), H(Y4), I(X5), J(Y5), K(X6), L(Y6), M(X5), N(Y5), O(X6), P(Y6), Q(X5), R(Y5), S(X6), T(Y6)
#, Current density, Time, Temperature, Time, Current density, Time, Temperature, Time, Current density, Time, Temperature, Time, Current density, Time, Temperature, Time, Current density, Time, Temperature
#, 108 A/cm2, ps, K, ps, 108 A/cm2, ps, K, ps, 108 A/cm2, ps, K, ps, 108 A/cm2, ps, K, ps, 108 A/cm2, ps, K
#, 7.2 ps pulse, , 7.2 ps pulse, , 8.6 ps pulse, , 8.6 ps pulse, , 12.85 ps pulse, , 12.85 ps pulse, , 15.6 ps pulse, , 15.6 ps pulse, , 0.35 ns, , 0.35 ns
109.556, -1.745219312, 117.2106675, 411.580361, , , , , 104.464, 0.679276741, 2593.632707, 321.0511334, , , , , 898, 0.382121067, 1164.630827, 375.9144088
109.8, -1.668010168, 117.2632145, 411.5614361, , , , , 104.708, 0.648547458, , , , , , , 900, 0.377265175, 1166.408414, 375.8029542
110.044, -1.539325365, 117.3683086, 411.5239178, , , , , 104.952, 0.621060387, , , , , , , 902, 0.367740156, 1168.186001, 375.6917437
110.288, -1.363482999, 117.374877, 411.5215744, , , , , 105.196, 0.59579236, , , , , , , 904, 0.353359246, 1169.614422, 375.6024868
110.532, -1.145817669, 117.3814454, 411.5192324, , , , , 105.44, 0.571608605, , , , , , , 906, 0.334682738, 1171.042842, 375.513322
110.776, -0.892611511, 117.3945821, 411.5145539, , , , , 105.684, 0.547287301, , , , , , , 908, 0.310963574, 1172.471262, 375.4242479
111.02, -0.610934094, 117.4208556, 411.5052205, , , , , 105.928, 0.52156479, , , , , , , 910, 0.28724441, 1173.899683, 375.3352641
111.264, -0.30846302, 117.4734027, 411.4866577, , , , , 106.172, 0.493199403, , , , , , , 912, 0.265953191, 1176.756524, 375.1575211
111.508, 0.006815667, 117.5784968, 411.4500063, , , , , 106.416, 0.461035522, , , , , , , 914, 0.249517865, 1179.613365, 374.9801971
111.752, 0.326676097, 117.6310438, 411.4318219, , , , , 106.66, 0.424061993, , , , , , , 916, 0.23905902, 1182.470206, 374.803463
111.996, 0.642970543, 117.6835909, 411.4137715, , , , , 106.904, 0.381431898, , , , , , , 918, 0.233456068, 1188.183888, 374.4528811
112.24, 0.947760925, 117.7293746, 411.3981458, , , , , 107.148, 0.332576748, , , , , , , 920, 0.232895773, 1193.897569, 374.1059041
112.484, 1.23358767, 117.8209421, 411.3673148, , , , , 107.392, 0.27714299, , , , , , , 922, 0.235323718, 1196.039565, 373.9762613
112.728, 1.493593315, 117.8854504, 411.3458259, , , , , 107.636, 0.215137891, , , , , , , 924, 0.23831196, 1197.110562, 373.9115989
112.972, 1.721778725, 117.9499587, 411.3245501, , , , , 107.88, 0.146874551, , , , , , , 926, 0.23905902, 1198.025017, 373.8564751
113.216, 1.913004009, 118.0144669, 411.3034769, , , , , 108.124, 0.072952963, , , , , , , 928, 0.235697249, 1198.797047, 373.8100088
113.46, 2.063297852, 118.1434835, 411.2621554, , , , , 108.368, -0.005608631, , , , , , , 930, 0.228039881, 1199.468756, 373.7696254
113.704, 2.169774661, 118.2412329, 411.2312817, , , , , 108.612, -0.087574578, , , , , , , 932, 0.217020741, 1200.041529, 373.7352295
113.948, 2.230792462, 118.3259004, 411.2048472, , , , , 108.856, -0.171342601, , , , , , , 934, 0.204320716, 1200.429514, 373.7119481
114.192, 2.245993343, 118.3939474, 411.1837779, , , , , 109.1, -0.255075123, , , , , , , 936, 0.191247161, 1200.752048, 373.6926038
114.436, 2.216238801, 118.4551897, 411.1649483, , , , , 109.344, -0.336719917, , , , , , , 938, 0.180788317, 1201.397116, 373.6539605
114.68, 2.143611023, 118.5164319, 411.1462391, , , , , 109.588, -0.414072254, , , , , , , 940, 0.171263298, 1201.790335, 373.6304224
114.924, 2.031313387, 118.6389165, 411.1092485, , , , , 109.832, -0.484810802, , , , , , , 942, 0.16248534, 1202.026691, 373.6162811
115.168, 1.883622734, 118.7298101, 411.0819946, , , , , 110.076, -0.546561414, , , , , , , 944, 0.153520617, 1202.18217, 373.6069813
115.412, 1.705767462, 118.8116143, 411.0576073, , , , , 110.32, -0.597027276, , , , , , , 946, 0.143435303, 1202.310612, 373.5993004
115.656, 1.503703784, 118.874077, 411.0390542, , , , , 110.564, -0.633954253, , , , , , , 948, 0.134657344, 1202.567494, 373.5839452
115.9, 1.284016909, 118.9302934, 411.0224053, , , , , 110.808, -0.655270449, , , , , , , 950, 0.12457203, 1203.081259, 373.553259
116.144, 1.053719154, 118.9865098, 411.0058004, , , , , 111.052, -0.659142751, , , , , , , 952, 0.113926421, 1203.541576, 373.52579
116.388, 0.820073224, 119.0989427, 410.9727538, , , , , 111.296, -0.644005582, , , , , , , 954, 0.103841107, 1203.771734, 373.512062
116.632, 0.590387875, 119.1508458, 410.9575298, , , , , 111.54, -0.608661554, , , , , , , 956, 0.095623444, 1203.886814, 373.5051996
116.876, 0.371803135, 119.1975586, 410.9438527, , , , , 111.784, -0.55229046, , , , , , , 958, 0.091888142, 1203.95424, 373.5011795
117.12, 0.171103301, 119.2909841, 410.9166028, , , , , 112.028, -0.474470548, , , , , , , 960, 0.090394022, 1203.997325, 373.4986108
117.364, -0.005423249, 119.3376969, 410.9030096, , , , , 112.272, -0.375269266, , , , , , , 962, 0.090580787, 1204.024717, 373.4969778
117.608, -0.152210861, 119.3614152, 410.8961155, , , , , 112.516, -0.255169072, , , , , , , 964, 0.092448438, 1204.048007, 373.4955894
117.852, -0.264501816, 119.3827617, 410.8899172, , , , , 112.76, -0.115146077, , , , , , , 966, 0.095623444, 1204.094587, 373.4928129
118.096, -0.338564449, 119.4254546, 410.8775482, , , , , 113.004, 0, , , , , , , 968, 0.100852866, 1204.187746, 373.4872608
118.34, -0.371652804, 119.5108405, 410.8529409, , , , , , , , , , , , , 970, 0.107202878, 1204.374063, 373.4761599
118.584, -0.362219071, 119.5535335, 410.840677, , , , , , , , , , , , , 972, 0.115980837, 1204.746699, 373.4539719
118.828, -0.309855401, 119.5799396, 410.8331088, , , , , , , , , , , , , 974, 0.127933802, 1205.49197, 373.4096565
119.072, -0.21539188, 119.6037051, 410.8263117, , , , , , , , , , , , , 976, 0.143435303, 1205.864606, 373.3875132
119.316, -0.08074326, 119.6274706, 410.8195289, , , , , , , , , , , , , 978, 0.162298575, 1205.911185, 373.3847456
119.56, 0.090964425, 119.6750016, 410.8060276, , , , , , , , , , , , , 980, 0.182655968, 1205.95991, 373.3818508
119.804, 0.295672418, 119.7700636, 410.7793341, , , , , , , , , , , , , 982, 0.203386891, 1205.984273, 373.3804034
120.048, 0.528289061, 119.8499898, 410.7571785, , , , , , , , , , , , , 984, 0.222810459, 1205.996454, 373.3796797
120.292, 0.783017685, 119.9299159, 410.7353552, , , , , , , , , , , , , 986, 0.23905902, 1206.002544, 373.3793179
120.536, 1.053352217, 120.0098421, 410.7138996, , , , , , , , , , , , , 988, 0.249517865, 1206.008635, 373.3789561
120.78, 1.332320284, 120.1696944, 410.6729999, , , , , , , , , , , , , 990, 0.254560522, 1206.013156, 373.3786875
121.024, 1.61266455, 120.2967776, 410.6420042, , , , , , , , , , , , , 992, 0.254186992, 1206.022198, 373.3781504
121.268, 1.8869748, 120.5509441, 410.5882386, , , , , , , , , , , , , 994, 0.248770805, 1206.040281, 373.3770762
121.512, 2.147929774, 120.7567343, 410.5513902, , , , , , , , , , , , , 996, 0.23905902, 1206.076448, 373.3749278
121.756, 2.388487559, 120.9625246, 410.5221152, , , , , , , , , , , , , 998, 0.224678109, 1206.148783, 373.3706317
122, 2.601985028, 121.3741051, 410.5023255, , , , , , , , , , , , , 1000, 0.207308958, 1206.293452, 373.3620415
122.244, 2.782403908, 121.7856856, 410.5231638, , , , , , , , , , , , , 1000, 0.18788539, 1206.582789, 373.3448694
122.488, 2.924455222, 122.1448839, 410.569543, , , , , , , , , , , , , 1000, 0.166407407, 1207.161464, 373.3105616
122.732, 3.02374009, 122.4350638, 410.6216292, , , , , , , , , , , , , 1010, 0.143435303, 1207.476187, 373.2919124
122.976, 3.076837865, 122.6962257, 410.6759502, , , , , , , , , , , , , 1010, 0.120463199, 1207.810346, 373.2721237
123.22, 3.081419773, 122.9573875, 410.73266, , , , , , , , , , , , , 1010, 0.09842492, 1207.995389, 373.261169
123.464, 3.036276611, 123.1924332, 410.7812981, , , , , , , , , , , , , 1010, 0.078441057, 1208.118666, 373.2538726
123.708, 2.941370726, 123.4274789, 410.8233572, , , , , , , , , , , , , 1010, 0.061445436, 1208.222024, 373.2477562
123.952, 2.797798361, 123.6625246, 410.8548858, , , , , , , , , , , , , 1020, 0.047811585, 1208.428739, 373.235527
124.196, 2.607798653, 124.132616, 410.8814144, , , , , , , , , , , , , 1020, 0.039780687, 1208.84217, 373.2110843
124.44, 2.374683914, 124.7321156, 410.8157938, , , , , , , , , , , , , 1020, 0.036232151, 1209.669031, 373.1622694
124.684, 2.102790054, 125.3316152, 410.6430018, , , , , , , , , , , , , 1020, 0.036792446, 1210.244342, 373.1283461
124.928, 1.797273604, 125.7033149, 410.4926462, , , , , , , , , , , , , 1020, 0.040901278, 1210.819652, 373.0944581
125.172, 1.464120752, 126.0750146, 410.3270329, , , , , , , , , , , , , 1030, 0.047811585, 1211.337431, 373.0639818
125.416, 1.109865447, 126.2377887, 410.2523341, , , , , , , , , , , , , 1030, 0.057710134, 1212.37299, 373.0031515
125.66, 0.741561533, 126.4005628, 410.1792179, , , , , , , , , , , , , 1030, 0.067795448, 1213.408548, 372.9424399
125.904, 0.366546803, 126.563337, 410.1091898, , , , , , , , , , , , , 1030, 0.077880762, 1214.444107, 372.8818414
126.148, -0.007735787, 126.7261111, 410.0434193, , , , , , , , , , , , , 1030, 0.087032251, 1216.515224, 372.7610995
126.392, -0.37387984, 127.0516593, 409.9295464, , , , , , , , , , , , , 1040, 0.095623444, 1220.657458, 372.521494
126.636, -0.72465281, 127.3772076, 409.841337, , , , , , , , , , , , , 1040, 0.104214637, 1222.544579, 372.4127224
126.88, -1.053268903, 127.7027558, 409.779195, , , , , , , , , , , , , 1040, 0.1124323, 1224.242988, 372.3151308
127.124, -1.353363205, 128.0283041, 409.7403941, , , , , , , , , , , , , 1040, 0.121023494, 1225.941397, 372.2178451
127.368, -1.619316988, 128.6794006, 409.696192, , , , , , , , , , , , , 1040, 0.131295573, 1227.696807, 372.1176474
127.612, -1.846214852, 129.2653875, 409.659764, , , , , , , , , , , , , 1050, 0.143435303, 1229.276677, 372.0277499
127.856, -2.030026974, 129.9128432, 409.5683139, , , , , , , , , , , , , 1050, 0.156882388, 1232.436416, 371.8490642
128.1, -2.167672333, 130.560299, 409.4055572, , , , , , , , , , , , , 1050, 0.169955943, 1235.596155, 371.6714448
128.344, -2.257048784, 131.0886126, 409.2306575, , , , , , , , , , , , , 1050, 0.180975082, 1238.43992, 371.5123771
128.588, -2.297027388, 131.3410502, 409.1386947, , , , , , , , , , , , , 1050, 0.188445685, 1240.496635, 371.3977057
128.832, -2.287530702, 131.4601757, 409.0949964, , , , , , , , , , , , , 1060, 0.191247161, 1242.347678, 371.2947853
129.076, -2.229482853, 131.5535592, 409.0612583, , , , , , , , , , , , , 1060, 0.187698625, 1244.198722, 371.1921474
129.32, -2.124711734, 131.7403262, 408.997145, , , , , , , , , , , , , 1060, 0.179480962, 1246.049765, 371.0897954
129.564, -1.975934758, 131.968586, 408.926559, , , , , , , , , , , , , 1060, 0.168275057, 1249.751852, 370.8857859
129.808, -1.786677824, 132.1968459, 408.8656239, , , , , , , , , , , , , 1060, 0.155761797, 1252.228044, 370.7499698
130.052, -1.561151654, 132.4251057, 408.8159436, , , , , , , , , , , , , 1070, 0.143435303, 1254.456617, 370.6282438
130.296, -1.304149864, 132.8816254, 408.746276, , , , , , , , , , , , , 1070, 0.131855868, 1256.68519, 370.5070465
130.54, -1.020926976, 133.3381451, 408.7235132, , , , , , , , , , , , , 1070, 0.122144084, 1258.913763, 370.3864024
130.784, -0.717091857, 133.7946648, 408.743341, , , , , , , , , , , , , 1070, 0.113552891, 1261.142336, 370.2663195
131.028, -0.398389604, 134.2511845, 408.7935682, , , , , , , , , , , , , 1070, 0.105148463, 1265.599482, 370.0278518
131.272, -0.070716871, 135.1642239, 408.9006781, , , , , , , , , , , , , 1080, 0.095623444, 1268.112214, 369.8946529
131.516, 0.260147486, 136.0772633, 408.9204554, , , , , , , , , , , , , 1080, 0.085351365, 1270.624945, 369.7619799
131.76, 0.588566345, 136.8989988, 408.818408, , , , , , , , , , , , , 1080, 0.074332226, 1272.511338, 369.6626256
132.004, 0.909214756, 137.6342488, 408.6299018, , , , , , , , , , , , , 1080, 0.063873381, 1274.39773, 369.5634791
132.248, 1.217116945, 138.2959738, 408.4019366, , , , , , , , , , , , , 1080, 0.054721893, 1276.284123, 369.4645196
132.492, 1.507776826, 138.8915263, 408.1724518, , , , , , , , , , , , , 1090, 0.047811585, 1278.170516, 369.3656532
132.736, 1.777233352, 139.2431185, 408.0335505, , , , , , , , , , , , , 1090, 0.045383639, , 
132.98, 2.022115953, 139.5947107, 407.9000494, , , , , , , , , , , , , 1090, 0.045383639, , 
133.224, 2.239678611, 139.6585048, 407.8760533, , , , , , , , , , , , , 1090, 0.046690995, , 
133.468, 2.427793138, 139.7121563, 407.8560371, , , , , , , , , , , , , 1090, 0.047811585, , 
133.712, 2.584971069, 139.8194593, 407.8167252, , , , , , , , , , , , , 1100, 0.047811585, , 
133.956, 2.710375186, 139.9487637, 407.7705984, , , , , , , , , , , , , 1100, 0.048558645, , 
134.2, 2.803729149, 140.0651377, 407.7300742, , , , , , , , , , , , , 1100, 0.04799835, , 
134.444, 2.865309868, 140.2978857, 407.6535986, , , , , , , , , , , , , 1100, 0.047064525, , 
134.688, 2.895923878, 140.4884544, 407.594199, , , , , , , , , , , , , 1100, 0.046690995, , 
134.932, 2.896771485, 140.6790231, 407.5380792, , , , , , , , , , , , , 1110, 0.047811585, , 
135.176, 2.869476908, 140.8695918, 407.4852614, , , , , , , , , , , , , 1110, 0.054161598, , 
135.42, 2.815918664, 141.2507292, 407.3871997, , , , , , , , , , , , , 1110, 0.062752791, , 
135.664, 2.738240989, 141.6318666, 407.3002857, , , , , , , , , , , , , 1110, 0.073211635, , 
135.908, 2.638727354, 142.0130039, 407.2230927, , , , , , , , , , , , , 1110, 0.08441754, , 
136.152, 2.519756102, 142.525512, 407.1280455, , , , , , , , , , , , , 1120, 0.095623444, , 
136.396, 2.383747863, 143.03802, 407.0350956, , , , , , , , , , , , , 1120, 0.108136704, , 
136.64, 2.233118195, 143.5505281, 406.9351164, , , , , , , , , , , , , 1120, 0.119155843, , 
136.884, 2.070158098, 144.0630361, 406.821499, , , , , , , , , , , , , 1120, 0.128680862, , 
137.128, 1.897113573, 144.7059093, 406.6586262, , , , , , , , , , , , , 1120, 0.13671176, , 
137.372, 1.716081971, 145.1284547, 406.543537, , , , , , , , , , , , , 1130, 0.143435303, , 
137.616, 1.528985228, 145.276296, 406.5025989, , , , , , , , , , , , , 1130, 0.150532375, , 
137.86, 1.337603115, 145.4241374, 406.4622185, , , , , , , , , , , , , 1130, 0.158376508, , 
138.104, 1.143596165, 145.5719787, 406.4229183, , , , , , , , , , , , , 1130, 0.167527997, , 
138.348, 0.948416745, 145.7198201, 406.3852138, , , , , , , , , , , , , 1130, 0.178547136, , 
138.592, 0.753439458, 146.0155028, 406.3220836, , , , , , , , , , , , , 1140, 0.191247161, , 
138.836, 0.559920708, 146.3111854, 406.2724056, , , , , , , , , , , , , 1140, 0.203573656, , 
139.08, 0.369050594, 146.9025508, 406.2445983, , , , , , , , , , , , , 1140, 0.215713386, , 
139.324, 0.181951204, 147.3452557, 406.2672458, , , , , , , , , , , , , 1140, 0.226358995, , 
139.568, -2.47E-04, 147.6954281, 406.3092159, , , , , , , , , , , , , 1140, 0.234389893, , 
139.812, -0.176424275, 148.0028855, 406.3610446, , , , , , , , , , , , , 1150, 0.23905902, , 
140.056, -0.345379435, 148.2795972, 406.4156753, , , , , , , , , , , , , 1150, 0.23793843, , 
140.3, -0.505907137, 148.5563089, 406.4733377, , , , , , , , , , , , , 1150, 0.235323718, , 
140.544, -0.656695495, 148.8330206, 406.5286625, , , , , , , , , , , , , 1150, 0.233269303, , 
140.788, -0.796347571, 149.386444, 406.6125162, , , , , , , , , , , , , 1150, 0.234016363, , 
141.032, -0.923381632, 149.9398674, 406.6348444, , , , , , , , , , , , , 1160, 0.23905902, , 
141.276, -1.036268235, 150.4932908, 406.5743703, , , , , , , , , , , , , 1160, 0.245595798, , 
141.52, -1.133408969, 151.0467142, 406.4307315, , , , , , , , , , , , , 1160, 0.255681112, , 
141.764, -1.213162799, 151.6001377, 406.2257857, , , , , , , , , , , , , 1160, 0.267634077, , 
142.008, -1.273940897, 152.0251517, 406.042163, , , , , , , , , , , , , 1160, 0.278839981, , 
142.252, -1.314161114, 152.1345729, 405.9949958, , , , , , , , , , , , , 1170, 0.28687088, , 
142.496, -1.332338769, 152.243994, 405.9485085, , , , , , , , , , , , , 1170, 0.28687088, , 
142.74, -1.327169467, 152.3274513, 405.9136391, , , , , , , , , , , , , 1170, 0.281267927, , 
142.984, -1.297545273, 152.4021175, 405.8829807, , , , , , , , , , , , , 1170, 0.270622318, , 
143.228, -1.242612142, 152.55145, 405.8244589, , , , , , , , , , , , , 1170, 0.256054643, , 
143.472, -1.161839846, 152.7007824, 405.7692191, , , , , , , , , , , , , 1180, 0.23905902, , 
143.716, -1.055058254, 152.8501148, 405.7176329, , , , , , , , , , , , , 1180, 0.219448687, , 
143.96, -0.922528625, 152.9994473, 405.6687054, , , , , , , , , , , , , 1180, 0.199838355, , 
144.204, -0.764923659, 153.1487797, 405.6233824, , , , , , , , , , , , , 1180, 0.180788317, , 
144.448, -0.583459356, 153.2981121, 405.5820277, , , , , , , , , , , , , 1180, 0.16211181, , 
144.692, -0.379805154, 153.4474446, 405.5447244, , , , , , , , , , , , , 1190, 0.143435303, , 
144.936, -0.156154039, 153.7461095, 405.4812402, , , , , , , , , , , , , 1190, 0.12494556, , 
145.18, 0.084839087, 154.0447743, 405.4304005, , , , , , , , , , , , , 1190, 0.106269053, , 
145.424, 0.339978265, 154.6421041, 405.3442082, , , , , , , , , , , , , 1190, 0.086845485, , 
145.668, 0.605696875, 155.2394338, 405.2560608, , , , , , , , , , , , , 1190, 0.067235153, , 
145.912, 0.877985769, 155.7618262, 405.1571089, , , , , , , , , , , , , 1200, 0.047811585, , 
146.156, 1.152554271, 156.2842186, 405.0304192, , , , , , , , , , , , , 1200, 0.031936554, , 
146.4, 1.42483801, 156.7543718, 404.8973873, , , , , , , , , , , , , 1200, 0.018302704, , 
146.644, 1.690105803, 157.0362728, 404.8113861, , , , , , , , , , , , , 1200, 0.008030625, , 
146.888, 1.94354137, 157.1723121, 404.7701031, , , , , , , , , , , , , 1200, 0.001680612, , 
147.132, 2.180424811, 157.3083513, 404.7294191, , , , , , , , , , , , , 1210, -2.74E-07, , 
147.376, 2.396070861, 157.4155059, 404.6979278, , , , , , , , , , , , , 1210, 0.005789444, , 
147.62, 2.586126156, 157.5226605, 404.6671376, , , , , , , , , , , , , 1210, 0.014754167, , 
147.864, 2.746535044, 157.629815, 404.6371724, , , , , , , , , , , , , 1210, 0.025586542, , 
148.108, 2.87371947, 157.8441242, 404.5812921, , , , , , , , , , , , , 1210, 0.036979211, , 
148.352, 2.964634348, 158.0023049, 404.5424579, , , , , , , , , , , , , 1220, 0.047811585, , 
148.596, 3.01686117, 158.1604856, 404.506219, , , , , , , , , , , , , 1220, 0.06013808, , 
148.84, 3.028685253, 158.3186663, 404.4726173, , , , , , , , , , , , , 1220, 0.070596924, , 
149.084, 2.999153171, 158.476847, 404.4407875, , , , , , , , , , , , , 1220, 0.079374883, , 
149.328, 2.928102781, 158.7932085, 404.3838771, , , , , , , , , , , , , 1220, 0.087405781, , 
149.572, 2.81621936, 159.1095699, 404.3346163, , , , , , , , , , , , , 1230, 0.095623444, , 
149.816, 2.665010839, 159.4259313, 404.290422, , , , , , , , , , , , , 1230, 0.106269053, , 
150.06, 2.476759957, 159.7422928, 404.248084, , , , , , , , , , , , , 1230, 0.116914662, , 
150.304, 2.254598146, 160.0586542, 404.2045586, , , , , , , , , , , , , 1230, 0.126999976, , 
150.548, 2.002335925, 160.6913771, 404.0995857, , , , , , , , , , , , , 1230, 0.136151465, , 
150.792, 1.724451055, 161.0997595, 404.0180781, , , , , , , , , , , , , 1240, 0.143435303, , 
151.036, 1.425986476, 161.508142, 403.9255107, , , , , , , , , , , , , 1240, 0.147917664, , 
151.28, 1.112444708, 161.9165244, 403.8243622, , , , , , , , , , , , , 1240, 0.14959855, , 
151.524, 0.789705834, 162.1319244, 403.7678005, , , , , , , , , , , , , 1240, 0.14885149, , 
151.768, 0.463809639, 162.3473244, 403.7107817, , , , , , , , , , , , , 1240, 0.146610309, , 
152.012, 0.140938573, 162.5411844, 403.6594814, , , , , , , , , , , , , 1250, 0.143435303, , 
152.256, -0.17281344, 162.6284875, 403.6364206, , , , , , , , , , , , , 1250, 0.139139706, , 
152.5, -0.471479464, 162.7157906, 403.6134238, , , , , , , , , , , , , 1250, 0.136151465, , 
152.744, -0.749494429, 162.7688594, 403.5994772, , , , , , , , , , , , , 1250, 0.13559117, , 
152.988, -1.001666443, 162.8219283, 403.5855667, , , , , , , , , , , , , 1250, 0.138019115, , 
153.232, -1.22338673, 162.8609032, 403.5753714, , , , , , , , , , , , , 1260, 0.143435303, , 
153.476, -1.410737057, 162.938853, 403.5550682, , , , , , , , , , , , , 1260, 0.15034561, , 
153.72, -1.560551318, 162.977828, 403.5449436, , , , , , , , , , , , , 1260, 0.159497099, , 
153.964, -1.670437991, 162.9973154, 403.5398883, , , , , , , , , , , , , 1260, 0.170142708, , 
154.208, -1.738961057, 163.0029156, 403.5384361, , , , , , , , , , , , , 1260, 0.181161847, , 
154.452, -1.765527935, 163.0079558, 403.5371296, , , , , , , , , , , , , 1270, 0.191247161, , 
154.696, -1.750531353, 163.0180362, 403.5345182, , , , , , , , , , , , , 1270, 0.197970704, , 
154.94, -1.695217101, 163.038197, 403.5293022, , , , , , , , , , , , , 1270, 0.20189277, , 
155.184, -1.601715553, 163.0785185, 403.5189001, , , , , , , , , , , , , 1270, 0.202266301, , 
155.428, -1.472992805, 163.11884, 403.5085266, , , , , , , , , , , , , 1270, 0.198904529, , 
155.672, -1.312710563, 163.1994831, 403.4878991, , , , , , , , , , , , , 1280, 0.191247161, , 
155.916, -1.125236288, 163.2398046, 403.4776195, , , , , , , , , , , , , 1280, 0.178733901, , 
156.16, -0.915440365, 163.2562504, 403.4734321, , , , , , , , , , , , , 1280, 0.162298575, , 
156.404, -0.688596972, 163.2710517, 403.4696674, , , , , , , , , , , , , 1280, 0.142688242, , 
156.648, -0.450319531, 163.3006542, 403.4621543, , , , , , , , , , , , , 1280, 0.120276434, , 
156.892, -0.206298011, 163.3598592, 403.4471929, , , , , , , , , , , , , 1290, 0.095623444, , 
157.136, 0.037715572, 163.4782693, 403.4175255, , , , , , , , , , , , , 1290, 0.070596924, , 
157.38, 0.276114384, 163.4930706, 403.413823, , , , , , , , , , , , , 1290, 0.04687776, , 
157.624, 0.503536467, 163.5078718, 403.4101243, , , , , , , , , , , , , 1290, 0.025960072, , 
157.868, 0.715078335, 163.5374744, 403.4027422, , , , , , , , , , , , , 1290, 0.009898275, , 
158.112, 0.906261197, 163.5966794, 403.3880381, , , , , , , , , , , , , 1300, -2.74E-07, , 
158.356, 1.073293706, 163.7150895, 403.3588597, , , , , , , , , , , , , 1300, -0.002614985, , 
158.6, 1.213014232, 163.7298907, 403.3552177, , , , , , , , , , , , , 1300, 0.001307082, , 
158.844, 1.323099676, 163.7470766, 403.3509938, , , , , , , , , , , , , 1300, 0.011579161, , 
159.088, 1.401997442, 163.762544, 403.347196, , , , , , , , , , , , , 1300, 0.027454192, , 
159.332, 1.449036921, 163.7934786, 403.339615, , , , , , , , , , , , , 1310, 0.047811585, , 
159.576, 1.464360089, 163.8553479, 403.3245102, , , , , , , , , , , , , 1310, 0.070036629, , 
159.82, 1.448998004, 163.9790865, 403.2945288, , , , , , , , , , , , , 1310, 0.092074908, , 
160.064, 1.404715585, 164.0317268, 403.2818148, , , , , , , , , , , , , 1310, 0.112245535, , 
160.308, 1.334086314, 164.0791031, 403.2704029, , , , , , , , , , , , , 1310, 0.129801452, , 
160.552, 1.240347393, 164.1738557, 403.2476982, , , , , , , , , , , , , 1320, 0.143435303, , 
160.796, 1.127276198, 164.1856997, 403.2448627, , , , , , , , , , , , , 1320, 0.152773556, , 
161.04, 0.999188545, 164.2093879, 403.2391994, , , , , , , , , , , , , 1320, 0.157255918, , 
161.284, 0.860717618, 164.2123489, 403.2384917, , , , , , , , , , , , , 1320, 0.156882388, , 
161.528, 0.716767228, 164.2123862, 403.2384828, , , , , , , , , , , , , 1320, 0.152213261, , 
161.772, 0.572300343, 164.2124609, 403.2384649, , , , , , , , , , , , , 1330, 0.143435303, , 
162.016, 0.43233239, 164.2126102, 403.2384292, , , , , , , , , , , , , 1330, 0.132416163, , 
162.26, 0.301696362, 164.2127595, 403.2383935, , , , , , , , , , , , , 1330, 0.117661722, , 
162.504, 0.184940981, 164.213058, 403.2383222, , , , , , , , , , , , , 1330, 0.098985215, , 
162.748, 0.086243238, 164.2133566, 403.2382508, , , , , , , , , , , , , 1330, 0.075639581, , 
162.992, 0.009300252, 164.2139538, 403.2381081, , , , , , , , , , , , , 1340, 0.047811585, , 
163.236, -0.042772312, 164.2145509, 403.2379654, , , , , , , , , , , , , 1340, 0.019049764, , 
163.48, -0.067557594, 164.2157452, 403.23768, , , , , , , , , , , , , 1340, -0.011206178, , 
163.724, -0.063281753, 164.2169396, 403.2373946, , , , , , , , , , , , , 1340, -0.041648885, , 
163.968, -0.029029382, 164.2181339, 403.2371092, , , , , , , , , , , , , 1340, -0.070410706, , 
164.212, 0, 164.2205225, 403.2365385, , , , , , , , , , , , , 1350, -0.095623991, , 
1000, 0, 164.2229111, 403.2359679, , , , , , , , , , , , , 1350, -0.111499022, , 
, , 164.2256903, 403.235304, , , , , , , , , , , , , 1350, -0.11952992, , 
, , 164.2284695, 403.2346403, , , , , , , , , , , , , 1350, -0.119716685, , 
, , 164.2312487, 403.2339767, , , , , , , , , , , , , 1350, -0.111685787, , 
, , 164.2340278, 403.2333132, , , , , , , , , , , , , 1360, -0.095623991, , 
, , 164.236807, 403.2326498, , , , , , , , , , , , , 1360, -0.06872982, , 
, , 164.2395862, 403.2319864, , , , , , , , , , , , , 1360, -0.034925342, , 
, , 164.2423653, 403.2313232, , , , , , , , , , , , , 1360, 0.004482088, , 
, , 164.2451445, 403.2306601, , , , , , , , , , , , , 1360, 0.048558645, , 
, , 164.2479237, 403.2299971, , , , , , , , , , , , , 1370, 0.095623444, , 
, , 164.2507029, 403.2293342, , , , , , , , , , , , , 1370, 0.144929423, , 
, , 164.253482, 403.2286714, , , , , , , , , , , , , 1370, 0.191247161, , 
, , 164.2562612, 403.2280087, , , , , , , , , , , , , 1370, 0.231961947, , 
, , 164.2590404, 403.2273462, , , , , , , , , , , , , 1370, 0.264272306, , 
, , 164.2645987, 403.2260213, , , , , , , , , , , , , 1380, 0.28687088, , 
, , 164.270157, 403.2246968, , , , , , , , , , , , , 1380, 0.298823844, , 
, , 164.2757154, 403.2233728, , , , , , , , , , , , , 1380, 0.302185616, , 
, , 164.2812737, 403.2220491, , , , , , , , , , , , , 1380, 0.29975767, , 
, , 164.2868321, 403.2207259, , , , , , , , , , , , , 1380, 0.293967952, , 
